date,tmean,tmin,tmax,n_stations,stations
2025-03-10,7.54,1.72,13.37,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-11,8.83,1.8,15.85,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-12,9.03,4.35,13.7,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-13,8.72,3.27,14.17,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-14,10.92,4.17,17.67,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-15,7.98,5.28,10.68,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-16,3.11,3.07,3.15,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-17,1.27,-3.27,5.8,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-18,-0.61,-2.05,0.83,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-19,0.19,-4.88,5.27,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-20,5.55,-2.27,13.37,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-21,12.01,4.57,19.45,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-22,13.93,6.08,21.78,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-23,16.05,7.7,24.4,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-24,16.83,12.45,21.22,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-25,15.7,7.47,23.93,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-26,15.41,5.18,25.63,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-27,15.56,16.57,14.55,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-28,5.98,2.6,9.35,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-29,0.91,-1.9,3.72,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-30,0.78,-4.15,5.7,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-03-31,5.53,-0.53,11.6,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-01,8.8,1.32,16.28,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-02,9.71,3.63,15.78,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-03,7.88,1.15,14.62,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-04,9.76,3.7,15.82,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-05,6.91,5.73,8.08,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-06,10.17,4.08,16.27,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-07,11.51,3.58,19.43,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-08,14.85,11.22,18.48,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-09,12.34,5.4,19.28,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-10,13.35,9.33,17.37,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-11,14.97,6.35,23.58,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-12,15.42,11.12,19.73,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-13,2.41,0.07,4.75,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-14,2.53,0.57,4.5,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-15,7.46,1.75,13.17,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-16,12.53,2.77,22.3,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-17,20.2,13.27,27.13,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-18,20.32,14.75,25.88,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-19,20.26,15.9,24.62,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-20,16.74,13.2,20.28,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-21,18.31,12.25,24.37,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-22,15.19,14.82,15.57,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-23,16.99,12.43,21.55,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-24,15.66,10.32,21.0,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-25,10.76,4.75,16.77,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-26,12.72,4.57,20.88,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-27,15.34,9.4,21.28,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-28,14.55,8.68,20.42,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-29,12.6,4.77,20.43,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-04-30,17.49,9.03,25.95,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-01,12.0,10.93,13.07,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-02,11.3,5.6,17.0,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-03,8.35,6.72,9.98,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-04,12.29,5.3,19.28,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-05,10.04,6.05,14.03,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-06,10.08,6.77,13.4,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-07,13.33,6.55,20.12,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-08,15.94,8.45,23.43,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-09,12.03,10.48,13.57,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-10,10.92,11.2,10.63,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-11,13.91,9.65,18.17,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-12,15.12,7.77,22.47,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-13,18.65,11.85,25.45,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-14,19.41,12.32,26.5,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-15,19.43,16.52,22.33,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-16,19.6,18.47,20.73,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-17,18.62,14.22,23.03,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-18,15.03,10.4,19.67,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-19,15.01,9.53,20.48,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-20,23.5,17.8,29.2,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-21,23.12,19.5,26.73,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-22,19.43,18.75,20.12,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-23,16.48,13.28,19.68,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-24,13.77,13.67,13.87,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-25,15.07,9.22,20.92,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-26,17.61,10.85,24.37,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-27,18.42,12.2,24.63,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-28,19.19,13.03,25.35,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-29,18.97,13.0,24.95,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-30,18.06,12.23,23.88,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-05-31,18.14,12.73,23.55,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-01,20.52,13.85,27.18,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-02,19.27,16.63,21.9,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-03,19.91,15.93,23.88,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-04,18.15,11.72,24.58,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-05,18.67,11.78,25.55,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-06,22.22,16.25,28.2,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-07,22.52,16.55,28.48,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-08,23.66,18.5,28.82,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-09,23.82,18.85,28.78,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-10,22.38,18.82,25.95,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-11,20.6,13.75,27.45,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-12,22.57,15.43,29.7,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-13,20.38,18.25,22.5,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-14,22.15,18.03,26.27,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-15,24.82,20.63,29.02,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-16,22.45,20.08,24.82,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-17,22.58,18.52,26.65,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-18,23.72,19.0,28.45,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-19,24.49,19.17,29.82,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-20,22.76,22.55,22.97,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-21,20.88,21.92,19.85,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-22,21.29,16.55,26.03,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-23,22.92,16.57,29.27,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-24,20.72,19.28,22.17,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-25,18.99,18.3,19.68,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-26,20.62,18.63,22.62,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-27,22.95,18.88,27.02,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-28,25.57,21.78,29.37,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-29,26.89,22.8,30.98,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-06-30,26.47,22.27,30.68,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-01,27.04,23.25,30.83,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-02,27.32,23.4,31.23,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-03,26.19,22.42,29.97,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-04,24.77,22.07,27.47,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-05,25.92,22.12,29.72,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-06,26.54,22.87,30.22,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-07,28.32,24.0,32.63,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-08,28.57,24.48,32.65,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-09,27.55,22.8,32.3,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-10,26.7,21.57,31.83,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-11,26.06,21.15,30.97,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-12,25.12,19.95,30.28,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-13,23.41,21.45,25.37,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-14,22.59,18.4,26.78,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-15,20.33,19.1,21.57,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-16,20.36,19.85,20.87,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-17,20.59,20.55,20.63,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-18,22.82,19.7,25.95,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-19,23.16,21.75,24.57,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-20,25.56,21.4,29.72,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-21,26.37,22.7,30.03,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-22,26.93,22.93,30.92,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-23,26.68,22.78,30.57,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-24,27.94,23.07,32.82,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-25,27.74,22.65,32.83,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-26,27.5,23.13,31.87,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-27,28.63,23.97,33.3,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-28,28.6,23.58,33.62,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-29,28.74,24.12,33.37,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-30,27.67,23.2,32.13,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-07-31,27.72,23.13,32.3,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-01,28.5,23.5,33.5,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-02,28.29,24.0,32.58,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-03,26.73,24.8,28.67,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-04,26.38,23.08,29.67,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-05,26.97,23.28,30.65,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-06,25.45,24.75,26.15,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-07,25.88,22.85,28.92,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-08,24.02,20.05,27.98,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-09,22.46,21.3,23.62,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-10,24.35,19.35,29.35,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-11,23.01,20.85,25.17,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-12,21.74,18.2,25.28,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-13,25.54,22.07,29.02,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-14,25.88,23.15,28.6,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-15,27.22,23.43,31.0,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-16,26.35,22.55,30.15,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-17,26.01,21.9,30.12,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-18,27.0,23.13,30.87,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-19,27.31,23.8,30.82,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-20,27.35,23.25,31.45,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-21,27.68,23.47,31.9,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-22,27.57,23.25,31.9,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-23,26.88,22.55,31.2,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-24,28.22,24.12,32.32,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-25,27.97,23.82,32.12,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-26,24.22,23.25,25.18,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-27,25.34,21.38,29.3,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-28,25.91,22.12,29.7,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-29,26.73,23.53,29.93,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-30,27.81,23.68,31.93,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-08-31,26.79,23.05,30.53,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-01,26.55,22.63,30.47,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-02,24.68,22.68,26.68,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-03,24.4,19.02,29.78,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-04,24.68,21.07,28.28,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-05,26.0,21.03,30.97,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-06,26.38,22.88,29.87,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-07,23.8,22.0,25.6,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-08,20.43,17.93,22.93,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-09,18.65,19.03,18.27,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-10,22.37,18.37,26.37,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-11,22.5,17.58,27.42,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-12,20.81,19.57,22.05,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-13,23.32,21.05,25.6,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-14,23.36,20.0,26.72,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-15,23.49,20.18,26.8,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-16,25.07,21.63,28.5,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-17,22.09,22.0,22.18,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-18,20.75,19.08,22.42,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-19,17.93,17.12,18.75,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-20,18.25,16.92,19.58,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-21,19.62,15.7,23.53,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-22,18.48,15.58,21.38,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-23,19.86,15.93,23.78,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-24,20.96,17.3,24.62,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-25,21.17,20.65,21.68,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-26,20.32,17.23,23.4,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-27,20.7,16.82,24.58,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-28,18.96,18.18,19.73,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-29,19.15,16.77,21.53,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-09-30,17.86,14.17,21.55,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-01,18.33,13.78,22.88,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-02,19.51,15.53,23.48,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-03,17.03,16.73,17.32,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-04,19.64,17.33,21.95,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-05,20.04,19.18,20.9,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-06,18.35,18.6,18.1,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-07,18.17,17.05,19.28,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-08,20.26,17.78,22.73,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-09,18.99,17.37,20.62,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-10,18.57,15.95,21.2,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-11,20.92,17.0,24.83,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-12,19.88,19.6,20.17,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-13,16.49,16.68,16.3,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-14,16.77,14.72,18.82,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-15,18.08,15.18,20.98,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-16,18.13,16.38,19.88,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-17,17.75,14.45,21.05,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-18,15.75,15.85,15.65,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-19,15.73,12.6,18.87,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-20,9.57,4.65,14.48,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-21,11.57,9.28,13.85,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-22,11.99,7.63,16.35,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-23,14.23,10.37,18.1,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-24,13.33,9.57,17.1,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-25,14.23,11.4,17.07,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-26,11.84,8.92,14.77,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-27,7.34,5.23,9.45,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-28,6.44,1.8,11.08,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-29,8.32,2.8,13.83,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-30,10.11,5.02,15.2,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-10-31,11.75,6.17,17.33,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-01,12.39,10.05,14.73,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-02,8.45,7.3,9.6,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-03,5.59,-1.07,12.25,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-04,10.67,5.68,15.65,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-05,11.05,5.37,16.73,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-06,11.77,6.02,17.52,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-07,12.92,8.07,17.78,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-08,12.61,9.32,15.9,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-09,12.58,9.6,15.55,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-10,8.27,5.0,11.53,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-11,7.49,1.88,13.1,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-12,8.6,3.22,13.98,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-13,9.56,4.7,14.42,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-14,7.98,3.7,12.25,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-15,9.27,3.38,15.15,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-16,11.14,5.67,16.62,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-17,4.38,3.65,5.1,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-18,0.32,-3.17,3.8,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-19,2.32,-1.2,5.83,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-20,6.38,1.2,11.57,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-21,5.16,0.83,9.48,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-22,7.79,3.12,12.47,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-23,8.05,3.58,12.52,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-24,11.35,6.75,15.95,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-25,6.29,6.52,6.07,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-26,6.11,3.32,8.9,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-27,3.23,0.8,5.67,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-28,1.57,-1.43,4.58,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-29,4.58,-1.92,11.07,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-11-30,11.76,7.78,15.73,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-01,6.98,5.35,8.62,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-02,1.47,-0.77,3.7,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-03,-5.8,-8.33,-3.27,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-04,-5.26,-10.03,-0.48,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-05,-4.16,-8.1,-0.22,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-06,0.48,-5.58,6.55,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-07,8.58,5.73,11.42,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-08,3.73,1.95,5.52,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-09,0.76,-3.62,5.13,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-10,3.99,-1.23,9.22,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-11,5.71,3.8,7.62,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-12,0.48,-4.65,5.6,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-13,2.59,1.1,4.08,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-14,-1.49,-2.82,-0.17,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-15,-0.43,-4.05,3.18,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-16,2.92,0.02,5.82,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-17,4.98,4.23,5.72,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-18,1.78,-2.58,6.15,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
